id,name,type,ra_hours,dec_deg,mag,size_arcmin
NGC297,NGC297,Galaxy,0.91637,-7.3497,16.9,0.3
NGC298,NGC298,Galaxy,0.91732,-7.3331,16.5,1.5
NGC299,NGC299,Open Cluster,0.89002,-72.1971,11.7,0.9
NGC300,NGC300,Galaxy,0.91486,-37.6844,8.7,19.4
NGC301,NGC301,Galaxy,0.93843,-10.6739,15.6,0.6
NGC302,NGC302,Star,0.94036,-10.6632,,
NGC303,NGC303,Galaxy,0.91520,-16.6546,15.3,0.7
NGC304,NGC304,Galaxy,0.93501,24.1269,12.7,1.2
NGC305,NGC305,Other,0.93914,12.0651,,
NGC306,NGC306,Open Cluster,0.90394,-72.2423,12.1,1.1
NGC307,NGC307,Galaxy,0.94238,-1.7719,12.8,1.6
NGC308,NGC308,Star,0.94284,-1.7839,,
NGC309,NGC309,Galaxy,0.94518,-9.9139,12.2,2.2
NGC310,NGC310,Star,0.94666,-1.7658,,
NGC311,NGC311,Galaxy,0.95909,30.2807,13.0,1.4
NGC312,NGC312,Galaxy,0.93776,-52.7827,12.4,1.8
NGC313,NGC313,Other,0.96268,30.3661,,
NGC314,NGC314,Galaxy,0.94789,-31.9630,14.4,1.0
NGC315,NGC315,Galaxy,0.96358,30.3524,11.6,2.9
NGC316,NGC316,Star,0.96457,30.3543,16.8,
NGC317,NGC317,Galaxy Pair,0.96103,43.7964,,1.8
NGC317A,NGC317A,Galaxy,0.96085,43.8008,13.6,1.2
NGC317B,NGC317B,Galaxy,0.96124,43.7922,13.9,1.0
NGC318,NGC318,Galaxy,0.96812,30.4255,15.3,0.6
NGC319,NGC319,Galaxy,0.94933,-43.8388,14.3,1.0
NGC320,NGC320,Galaxy,0.97959,-20.8401,14.6,0.9
NGC321,NGC321,Galaxy,0.96090,-5.0862,15.8,0.5
NGC322,NGC322,Galaxy,0.95278,-43.7271,14.3,1.1
NGC323,NGC323,Galaxy,0.94490,-52.9759,12.5,1.8
NGC324,NGC324,Galaxy,0.95411,-40.9591,12.8,1.5
NGC325,NGC325,Galaxy,0.96330,-5.1121,14.9,1.2
NGC326,NGC326,Galaxy Pair,0.97297,26.8653,,1.0
NGC327,NGC327,Galaxy,0.96538,-5.1304,13.4,1.4
NGC328,NGC328,Galaxy,0.94932,-52.9239,14.1,2.5
NGC329,NGC329,Galaxy,0.96711,-5.0712,13.3,1.6
NGC330,NGC330,Open Cluster,0.93824,-72.4629,9.6,2.8
NGC331,NGC331,Galaxy,0.78524,-2.7311,15.5,1.0
NGC332,NGC332,Galaxy,0.98031,7.1113,14.8,1.4
NGC333,NGC333,Galaxy Pair,0.98089,-16.4703,,1.5
NGC333A,NGC333A,Galaxy,0.98092,-16.4692,16.0,0.4
NGC333B,NGC333B,Galaxy,0.98086,-16.4714,14.9,1.5
NGC334,NGC334,Galaxy,0.98050,-35.1160,14.6,1.1
NGC335,NGC335,Galaxy,0.98883,-18.2347,15.2,1.3
NGC336,NGC336,Galaxy,0.96745,-18.3843,15.5,0.8
NGC337,NGC337,Galaxy,0.99725,-7.5780,11.5,2.9
NGC337A,NGC337A,Galaxy,1.02608,-7.5882,12.4,2.6
NGC338,NGC338,Galaxy,1.01011,30.6690,12.7,1.8
NGC339,NGC339,Globular Cluster,0.96168,-74.4734,12.2,2.9
NGC340,NGC340,Galaxy,1.00969,-6.8666,14.5,0.9
NGC341,NGC341,Galaxy,1.01273,-9.1857,14.0,1.2
NGC342,NGC342,Galaxy,1.01385,-6.7726,15.4,0.9
NGC343,NGC343,Galaxy,0.97331,-23.2252,16.6,0.7
NGC344,NGC344,Galaxy,0.97373,-23.2292,16.9,0.3
NGC345,NGC345,Galaxy,1.02281,-6.8843,14.9,1.0
NGC346,NGC346,Open Cluster,0.98473,-72.1771,,8.5
NGC347,NGC347,Galaxy,1.02643,-6.7337,15.7,0.6
NGC348,NGC348,Galaxy,1.01445,-53.2445,14.6,0.8
NGC349,NGC349,Galaxy,1.03076,-6.7998,14.1,1.3
NGC350,NGC350,Galaxy,1.03242,-6.7957,15.4,0.8
NGC351,NGC351,Galaxy,1.03273,-1.9367,14.1,1.5
NGC352,NGC352,Galaxy,1.03589,-4.2455,12.6,2.3
NGC353,NGC353,Galaxy,1.04015,-1.9589,14.6,1.3
NGC354,NGC354,Galaxy,1.05455,22.3427,14.2,0.9
NGC355,NGC355,Galaxy,1.05194,-6.3240,16.4,0.7
NGC356,NGC356,Galaxy,1.05197,-6.9884,14.1,1.8
NGC357,NGC357,Galaxy,1.05608,-6.3392,12.0,2.1
NGC358,NGC358,Other,1.08637,62.0204,,
NGC359,NGC359,Galaxy,1.07138,-0.7649,14.4,1.3
NGC360,NGC360,Galaxy,1.04763,-65.6100,13.4,4.0
NGC361,NGC361,Open Cluster,1.03616,-71.6047,11.8,2.6
NGC362,NGC362,Globular Cluster,1.05395,-70.8482,6.6,8.7
NGC363,NGC363,Galaxy,1.10439,-16.5428,15.6,0.8
NGC364,NGC364,Galaxy,1.07801,-0.8028,14.2,1.4
NGC365,NGC365,Galaxy,1.07187,-35.1214,14.2,1.0
NGC366,NGC366,Open Cluster,1.10722,62.2289,,5.1
NGC367,NGC367,Galaxy,1.09691,-12.1285,15.4,1.0
NGC368,NGC368,Galaxy,1.07279,-43.2767,14.7,0.7
NGC369,NGC369,Galaxy,1.08581,-17.7592,14.6,0.9
NGC370,NGC370,Other,1.11239,32.4287,,
NGC371,NGC371,Open Cluster,1.05820,-72.0568,,4.2
NGC373,NGC373,Galaxy,1.11617,32.3085,15.9,0.5
NGC374,NGC374,Galaxy,1.11827,32.7951,14.2,1.3
NGC375,NGC375,Galaxy,1.11831,32.3482,14.3,0.5
NGC376,NGC376,Open Cluster,1.06485,-72.8237,10.9,1.8
NGC377,NGC377,Galaxy,1.10967,-20.3326,16.3,1.0
NGC378,NGC378,Galaxy,1.10339,-30.1781,13.8,1.5
NGC379,NGC379,Galaxy,1.12102,32.5204,12.8,1.4
NGC380,NGC380,Galaxy,1.12155,32.4829,12.5,1.4
NGC381,NGC381,Open Cluster,1.13834,61.5833,9.3,6.0
NGC382,NGC382,Galaxy,1.12330,32.4039,14.5,0.2
NGC383,NGC383,Galaxy,1.12360,32.4126,12.1,2.4
NGC384,NGC384,Galaxy,1.12364,32.2924,13.1,1.1
NGC385,NGC385,Galaxy,1.12424,32.3195,12.9,1.2
NGC386,NGC386,Galaxy,1.12536,32.3620,14.3,0.5
NGC387,NGC387,Galaxy,1.12585,32.3911,16.5,0.4
NGC388,NGC388,Galaxy,1.12976,32.3100,14.4,0.6
NGC389,NGC389,Galaxy,1.14165,39.6954,14.9,1.3
NGC390,NGC390,Star,1.13160,32.4331,,
NGC391,NGC391,Galaxy,1.12294,0.9259,14.3,1.0
NGC392,NGC392,Galaxy,1.13985,33.1336,12.7,1.4
NGC393,NGC393,Galaxy,1.14360,39.6443,12.5,1.6
NGC394,NGC394,Galaxy,1.14057,33.1480,13.8,0.6
NGC395,NGC395,Open Cluster,1.08564,-71.9907,,1.5
NGC396,NGC396,Galaxy,1.13567,4.5309,,0.6
NGC397,NGC397,Galaxy,1.14197,33.1092,14.6,0.7
NGC398,NGC398,Galaxy,1.14824,32.5145,15.3,0.8
NGC399,NGC399,Galaxy,1.14978,32.6343,14.4,1.1
NGC400,NGC400,Star,1.15069,32.7324,,
NGC401,NGC401,Star,1.15214,32.7593,,
NGC402,NGC402,Star,1.15371,32.8062,,
NGC403,NGC403,Galaxy,1.15393,32.7521,13.2,2.4
NGC404,NGC404,Galaxy,1.15751,35.7181,10.6,3.4
NGC405,NGC405,Other,1.14281,-46.6685,6.9,
NGC406,NGC406,Galaxy,1.12363,-69.8792,12.5,2.4
NGC407,NGC407,Galaxy,1.17682,33.1265,14.3,2.0
NGC408,NGC408,Star,1.18086,33.1513,,
NGC409,NGC409,Galaxy,1.15923,-35.8056,14.1,1.4
NGC410,NGC410,Galaxy,1.18303,33.1519,11.5,2.4
NGC411,NGC411,Open Cluster,1.13213,-71.7684,12.1,2.1
NGC413,NGC413,Galaxy,1.20872,-2.7934,15.1,1.1
NGC414,NGC414,Galaxy Pair,1.18828,33.1128,,0.8
NGC415,NGC415,Galaxy,1.16825,-35.4908,14.3,1.6
NGC416,NGC416,Globular Cluster,1.13292,-72.3551,11.8,1.7
NGC417,NGC417,Galaxy,1.18488,-18.1483,15.3,1.1
NGC418,NGC418,Galaxy,1.17656,-30.2213,12.6,2.0
NGC419,NGC419,Globular Cluster,1.13810,-72.8835,10.5,2.8
NGC420,NGC420,Galaxy,1.20268,32.1232,13.4,1.4
NGC421,NGC421,Other,1.20402,32.1235,,
NGC422,NGC422,Open Cluster,1.15705,-71.7672,13.3,1.0
NGC423,NGC423,Galaxy,1.18950,-29.2345,14.4,0.9
NGC424,NGC424,Galaxy,1.19101,-38.0835,14.1,1.7
NGC425,NGC425,Galaxy,1.21738,38.7684,13.5,0.9
NGC426,NGC426,Galaxy,1.21350,-0.2902,12.9,1.2
NGC427,NGC427,Galaxy,1.20534,-32.0612,15.1,1.1
NGC428,NGC428,Galaxy,1.21547,0.9816,11.5,2.8
NGC429,NGC429,Galaxy,1.21595,-0.3450,14.4,1.5
NGC430,NGC430,Galaxy,1.21665,-0.2525,12.5,1.2
NGC431,NGC431,Galaxy,1.23459,33.7042,14.0,1.2
NGC432,NGC432,Galaxy,1.19618,-61.5276,14.1,1.3
NGC433,NGC433,Open Cluster,1.25257,60.1258,,3.6
NGC434,NGC434,Galaxy,1.20392,-58.2480,12.0,2.2
NGC434A,NGC434A,Galaxy,1.20823,-58.2095,15.6,1.2
NGC435,NGC435,Galaxy,1.23329,2.0714,14.9,1.1
NGC436,NGC436,Open Cluster,1.26605,58.8171,8.8,5.7
NGC437,NGC437,Galaxy,1.23952,5.9269,13.9,1.7
NGC438,NGC438,Galaxy,1.22616,-37.9016,13.6,1.4
NGC439,NGC439,Galaxy,1.22979,-31.7471,12.9,3.4
NGC440,NGC440,Galaxy,1.21347,-58.2823,13.2,1.1
NGC441,NGC441,Galaxy,1.23091,-31.7883,13.8,1.5
NGC442,NGC442,Galaxy,1.24407,-1.0206,14.3,1.2
NGC443,NGC443,Galaxy,1.25211,33.3773,14.2,0.8
NGC444,NGC444,Galaxy,1.26378,31.0802,14.2,1.6
NGC445,NGC445,Galaxy,1.24791,1.9174,15.4,0.8
NGC446,NGC446,Galaxy,1.26767,4.2941,13.5,2.1
NGC447,NGC447,Galaxy,1.26045,33.0677,13.9,2.2
NGC448,NGC448,Galaxy,1.25459,-1.6262,13.2,1.6
NGC449,NGC449,Galaxy,1.26868,33.0896,14.6,0.7
NGC450,NGC450,Galaxy,1.25846,-0.8610,12.8,2.9
NGC451,NGC451,Galaxy,1.27011,33.0641,14.8,0.7
NGC452,NGC452,Galaxy,1.27079,31.0338,12.6,2.0
NGC453,NGC453,Other,1.27151,33.0142,,
NGC454,NGC454,Galaxy Pair,1.23959,-55.3987,,2.0
NGC455,NGC455,Galaxy,1.26601,5.1787,13.8,2.6
NGC456,NGC456,Open Cluster,1.22899,-73.2905,,3.8
NGC457,Owl Cluster,Open Cluster,1.32574,58.2907,6.4,7.8
NGC458,NGC458,Open Cluster,1.24819,-71.5527,11.7,2.6
NGC459,NGC459,Galaxy,1.30228,17.5624,15.7,0.6
NGC460,NGC460,Cluster + Nebula,1.24406,-73.2742,,2.6
NGC461,NGC461,Galaxy,1.28907,-33.8409,14.1,1.2
NGC462,NGC462,Galaxy,1.30305,4.2260,15.7,0.5
NGC463,NGC463,Galaxy,1.31618,16.3257,15.1,1.0
NGC464,NGC464,Double Star,1.32408,34.9554,,
NGC465,NGC465,Open Cluster,1.26149,-73.3346,,5.0
NGC466,NGC466,Galaxy,1.28702,-58.9099,13.6,1.6
NGC467,NGC467,Galaxy,1.31948,3.3008,12.1,1.7
NGC468,NGC468,Galaxy,1.33014,32.7678,15.2,0.8
NGC469,NGC469,Galaxy,1.32582,14.8719,15.2,0.8
NGC470,NGC470,Galaxy,1.32912,3.4099,11.8,2.9
NGC471,NGC471,Galaxy,1.33322,14.7862,13.3,1.1
NGC472,NGC472,Galaxy,1.34130,32.7090,14.2,0.9
NGC473,NGC473,Galaxy,1.33196,16.5447,12.5,1.8
NGC474,NGC474,Galaxy,1.33519,3.4154,11.5,2.6
NGC475,NGC475,Galaxy,1.33389,14.8611,16.0,0.8
NGC476,NGC476,Galaxy,1.33886,16.0201,15.2,0.8
NGC477,NGC477,Galaxy,1.35566,40.4882,13.9,1.6
NGC478,NGC478,Galaxy,1.33591,-22.3774,14.6,0.8
NGC479,NGC479,Galaxy,1.35437,3.8623,15.1,0.9
NGC480,NGC480,Galaxy,1.34289,-9.8802,16.1,0.6
NGC481,NGC481,Galaxy,1.35347,-9.2112,14.7,1.5
NGC482,NGC482,Galaxy,1.33901,-40.9661,14.5,2.1
NGC483,NGC483,Galaxy,1.36564,33.5210,14.0,0.9
NGC484,NGC484,Galaxy,1.32631,-58.5243,12.2,1.8
NGC485,NGC485,Galaxy,1.35767,7.0181,13.2,1.6
NGC486,NGC486,Galaxy,1.36196,5.3463,17.5,0.4
NGC487,NGC487,Galaxy,1.36530,-16.3704,14.4,1.1
NGC488,NGC488,Galaxy,1.36301,5.2567,10.3,5.0
NGC489,NGC489,Galaxy,1.36497,9.2066,13.4,1.6
NGC490,NGC490,Galaxy,1.36746,5.3672,14.5,0.7
NGC491,NGC491,Galaxy,1.35568,-34.0633,12.6,1.4
NGC491A,NGC491A,Galaxy,1.33463,-33.8995,13.8,1.9
NGC492,NGC492,Galaxy,1.37043,5.4171,15.5,0.7
NGC493,NGC493,Galaxy,1.36916,0.9454,12.5,3.0
NGC494,NGC494,Galaxy,1.38206,33.1739,12.8,1.9
NGC495,NGC495,Galaxy,1.38222,33.4717,13.7,1.1
NGC496,NGC496,Galaxy,1.38656,33.5292,13.7,0.9
NGC497,NGC497,Galaxy,1.37327,-0.8752,13.0,2.1
NGC498,NGC498,Galaxy,1.38647,33.4894,16.5,0.5
NGC499,NGC499,Galaxy,1.38653,33.4606,12.3,1.7
NGC500,NGC500,Galaxy,1.37760,5.3873,15.1,0.9
NGC501,NGC501,Galaxy,1.38956,33.4330,14.4,0.5
NGC502,NGC502,Galaxy,1.38209,9.0492,12.8,1.6
NGC503,NGC503,Galaxy,1.39123,33.3317,15.2,0.6
NGC504,NGC504,Galaxy,1.39108,33.2044,13.9,1.6
NGC505,NGC505,Galaxy,1.38253,9.4689,15.0,1.1
NGC506,NGC506,Star,1.39315,33.2447,,
NGC507,NGC507,Galaxy,1.39442,33.2561,11.6,2.5
NGC508,NGC508,Galaxy,1.39461,33.2803,14.2,1.1
NGC509,NGC509,Galaxy,1.39003,9.4336,14.6,1.6
NGC510,NGC510,Double Star,1.39877,33.4969,,
NGC511,NGC511,Galaxy,1.39187,11.2910,15.3,1.2
NGC512,NGC512,Galaxy,1.39994,33.9078,13.9,1.5
NGC513,NGC513,Galaxy,1.40746,33.7994,13.4,0.6
NGC514,NGC514,Galaxy,1.40108,12.9174,11.7,3.5
NGC515,NGC515,Galaxy,1.41072,33.4728,14.3,0.9
NGC516,NGC516,Galaxy,1.40224,9.5517,14.2,1.6
NGC517,NGC517,Galaxy,1.41217,33.4294,13.6,1.5
NGC518,NGC518,Galaxy,1.40490,9.3309,14.3,1.6
NGC519,NGC519,Galaxy,1.40796,-1.6412,15.3,0.5
NGC520,NGC520,Galaxy Pair,1.40974,3.7924,,4.2
NGC521,NGC521,Galaxy,1.40938,1.7314,11.8,2.8
NGC522,NGC522,Galaxy,1.41274,9.9946,12.9,2.4
NGC523,NGC523,Galaxy,1.42243,34.0249,12.7,2.5
NGC524,NGC524,Galaxy,1.41326,9.5388,10.3,3.4
NGC525,NGC525,Galaxy,1.41470,9.7033,14.5,1.5
NGC526,NGC526,Galaxy Pair,1.39958,-35.1225,,2.0
NGC526A,NGC526A,Galaxy,1.39844,-35.0655,14.6,1.7
NGC526B,NGC526B,Galaxy,1.39919,-35.0693,14.5,0.8
NGC527,NGC527,Galaxy,1.39948,-35.1151,14.1,1.8
NGC527B,NGC527B,Galaxy,1.39982,-35.1274,15.5,0.9
NGC528,NGC528,Galaxy,1.42600,33.6717,13.7,1.8
NGC529,NGC529,Galaxy,1.42789,34.7133,12.1,2.2
NGC530,NGC530,Galaxy,1.41157,-1.5871,13.9,1.8
NGC531,NGC531,Galaxy,1.43858,34.7539,14.9,1.8
NGC532,NGC532,Galaxy,1.42148,9.2641,12.2,2.2
NGC533,NGC533,Galaxy,1.42538,1.7591,11.5,3.4
NGC534,NGC534,Galaxy,1.41240,-38.1291,14.4,1.2
NGC535,NGC535,Galaxy,1.42532,-1.4081,14.8,1.0
NGC536,NGC536,Galaxy,1.43938,34.7030,12.4,2.9
NGC538,NGC538,Galaxy,1.42390,-1.5506,14.6,1.4
NGC539,NGC539,Galaxy,1.42270,-18.1639,13.6,1.3
NGC540,NGC540,Galaxy,1.45247,-20.0366,15.7,0.8
NGC541,NGC541,Galaxy,1.42898,-1.3796,12.2,2.2
NGC542,NGC542,Galaxy,1.44192,34.6753,15.7,1.0
NGC543,NGC543,Galaxy,1.43055,-1.2928,13.2,0.8
NGC544,NGC544,Galaxy,1.42001,-38.0945,14.5,1.5
NGC545,NGC545,Galaxy,1.43309,-1.3402,13.3,3.0
NGC546,NGC546,Galaxy,1.42023,-38.0691,14.4,1.4
NGC547,NGC547,Galaxy,1.43351,-1.3452,13.3,3.1
NGC548,NGC548,Galaxy,1.43403,-1.2256,13.7,0.9
NGC549,NGC549,Galaxy,1.41863,-38.0078,15.5,0.6
NGC550,NGC550,Galaxy,1.44515,2.0224,13.5,1.8
NGC551,NGC551,Galaxy,1.46129,37.1829,13.4,1.5
NGC552,NGC552,Star,1.43615,33.4059,,
NGC553,NGC553,Galaxy,1.43683,33.4050,14.9,0.9
NGC554,NGC554,Galaxy Pair,1.45267,-22.7250,,1.4
NGC554A,NGC554A,Galaxy,1.45269,-22.7247,15.0,1.4
NGC554B,NGC554B,Galaxy,1.45266,-22.7257,14.8,0.2
NGC555,NGC555,Galaxy,1.45328,-22.7622,15.3,0.7
NGC556,NGC556,Galaxy,1.45350,-22.6977,15.6,0.5
NGC557,NGC557,Galaxy,1.44032,-1.6387,14.8,1.4
NGC558,NGC558,Galaxy,1.45449,-1.9709,15.2,0.6
NGC559,NGC559,Open Cluster,1.49255,63.3014,9.5,9.0
NGC560,NGC560,Galaxy,1.45706,-1.9130,12.9,2.1
NGC561,NGC561,Galaxy,1.47188,34.3086,14.0,1.4
NGC562,NGC562,Galaxy,1.47479,48.3871,14.5,0.9
NGC564,NGC564,Galaxy,1.46339,-1.8795,12.5,1.7
NGC565,NGC565,Galaxy,1.46949,-1.3060,14.4,1.5
NGC566,NGC566,Galaxy,1.48416,32.3323,14.5,1.2
NGC567,NGC567,Galaxy,1.45067,-10.2652,15.0,1.2
NGC568,NGC568,Galaxy,1.46584,-35.7177,12.6,2.0
NGC569,NGC569,Galaxy,1.48532,11.1315,14.7,1.0
NGC570,NGC570,Galaxy,1.48296,-0.9490,12.8,1.6
NGC571,NGC571,Galaxy,1.49888,32.5013,15.0,0.7
NGC572,NGC572,Galaxy,1.47678,-39.3073,15.1,0.9
NGC573,NGC573,Galaxy,1.51371,41.2573,13.5,0.4
NGC574,NGC574,Galaxy,1.48419,-35.5989,14.3,1.1
NGC575,NGC575,Galaxy,1.51296,21.4404,13.0,1.4
NGC576,NGC576,Galaxy,1.48269,-51.5987,14.4,1.0
NGC577,NGC577,Galaxy,1.51131,-1.9944,14.1,1.4
NGC578,NGC578,Galaxy,1.50808,-22.6674,11.1,4.8
NGC579,NGC579,Galaxy,1.52958,33.6156,13.3,1.1
NGC582,NGC582,Galaxy,1.53279,33.4765,13.2,2.1
NGC583,NGC583,Galaxy,1.49560,-18.3394,15.3,0.7
NGC584,NGC584,Galaxy,1.52243,-6.8681,10.3,3.8
NGC585,NGC585,Galaxy,1.52837,-0.9333,14.1,2.4
NGC586,NGC586,Galaxy,1.52690,-6.8937,13.1,1.6
NGC587,NGC587,Galaxy,1.54259,35.3586,13.6,2.2
NGC588,NGC588,HII Region,1.54609,30.6475,14.4,0.6
NGC589,NGC589,Galaxy,1.54443,-12.0427,15.0,0.8
NGC590,NGC590,Galaxy,1.56137,44.9287,14.1,2.1
NGC591,NGC591,Galaxy,1.55869,35.6683,13.9,1.4
NGC592,NGC592,Star Association,1.55325,30.6449,,
NGC593,NGC593,Galaxy,1.53910,-12.3544,15.3,0.9
NGC594,NGC594,Galaxy,1.54914,-16.5360,15.8,1.2
NGC595,NGC595,HII Region,1.55940,30.6916,,1.7
NGC596,NGC596,Galaxy,1.54780,-7.0318,10.9,2.1
NGC597,NGC597,Galaxy,1.53746,-33.4971,14.0,1.3
NGC599,NGC599,Galaxy,1.54827,-12.1913,14.1,1.5
NGC600,NGC600,Galaxy,1.55147,-7.3114,12.5,2.6
NGC601,NGC601,Galaxy,1.55183,-12.2087,16.4,0.4
NGC602,NGC602,Open Cluster,1.49066,-73.5605,13.0,3.2
NGC603,NGC603,Other,1.57886,30.2320,,
NGC604,NGC604,HII Region,1.57589,30.7849,,1.9
NGC605,NGC605,Galaxy,1.58399,41.2481,14.2,1.3
NGC606,NGC606,Galaxy,1.58060,21.4184,14.4,1.0
NGC607,NGC607,Other,1.57121,-7.4128,,
NGC608,NGC608,Galaxy,1.59118,33.6567,14.2,0.8
NGC609,NGC609,Open Cluster,1.60659,64.5366,11.0,4.8
NGC610,NGC610,Other,1.57167,-20.1442,,
NGC611,NGC611,Other,1.57167,-20.1276,,
NGC612,NGC612,Galaxy,1.56604,-36.4933,13.0,1.5
NGC613,NGC613,Galaxy,1.57171,-29.4184,10.3,5.5
NGC614,NGC614,Galaxy,1.59785,33.6819,13.8,1.5
NGC615,NGC615,Galaxy,1.58491,-7.3403,11.7,3.2
NGC616,NGC616,Double Star,1.60117,33.7702,,
NGC617,NGC617,Galaxy,1.56737,-9.7741,14.7,0.6
NGC619,NGC619,Galaxy,1.58105,-36.4894,14.2,1.7
NGC620,NGC620,Galaxy,1.61658,42.3233,13.9,0.8
NGC621,NGC621,Galaxy,1.61363,35.5122,14.1,1.1
NGC622,NGC622,Galaxy,1.60004,0.6635,13.3,1.3
NGC623,NGC623,Galaxy,1.58511,-36.4902,12.5,1.9
NGC624,NGC624,Galaxy,1.59753,-10.0030,14.2,1.3
NGC625,NGC625,Galaxy,1.58462,-41.4362,13.7,6.5
NGC626,NGC626,Galaxy,1.58669,-39.1461,13.5,1.4
NGC629,NGC629,Other,1.64959,72.8671,,
NGC630,NGC630,Galaxy,1.59347,-39.3578,13.6,1.9
NGC631,NGC631,Galaxy,1.61307,5.8354,15.0,0.9
NGC632,NGC632,Galaxy,1.62154,5.8776,13.5,1.0
NGC633,NGC633,Galaxy,1.60650,-37.3216,13.5,1.1
NGC634,NGC634,Galaxy,1.63852,35.3648,13.8,1.8
NGC635,NGC635,Galaxy,1.63829,-22.9289,15.3,0.6
NGC636,NGC636,Galaxy,1.65181,-7.5126,11.4,2.7
NGC637,NGC637,Open Cluster,1.71753,64.0366,8.2,4.5
NGC638,NGC638,Galaxy,1.66051,7.2373,13.8,0.9
NGC639,NGC639,Galaxy,1.64974,-29.9253,14.1,1.0
NGC640,NGC640,Galaxy,1.65691,-9.4012,15.5,0.8
NGC641,NGC641,Galaxy,1.64423,-42.5275,12.2,1.8
NGC642,NGC642,Galaxy,1.65176,-29.9149,13.5,1.8
NGC643,NGC643,Open Cluster,1.58373,-75.5569,,2.2
NGC643A,NGC643A,Open Cluster,1.51069,-76.0545,,
NGC643B,NGC643B,Galaxy,1.65354,-75.0111,14.6,1.8
NGC643C,NGC643C,Galaxy,1.69698,-75.2681,15.7,1.4
NGC644,NGC644,Galaxy,1.64804,-42.5853,14.7,1.3
NGC645,NGC645,Galaxy,1.66908,5.7267,13.7,2.3
NGC646,NGC646,Galaxy Pair,1.62375,-64.8964,14.4,1.5
NGC647,NGC647,Galaxy,1.66561,-9.2424,14.3,1.3
NGC648,NGC648,Galaxy,1.64439,-17.8312,14.7,1.1
NGC649,NGC649,Galaxy,1.66874,-9.2721,15.3,1.1
NGC652,NGC652,Galaxy,1.67869,7.9829,15.0,0.9
NGC653,NGC653,Galaxy,1.70715,35.6383,14.1,1.5
NGC654,NGC654,Open Cluster,1.73318,61.8827,6.5,6.3
NGC655,NGC655,Galaxy,1.69865,-13.0817,14.7,1.1
NGC656,NGC656,Galaxy,1.70757,26.1431,13.5,1.3
NGC657,NGC657,Open Cluster,1.72244,55.8364,,3.0
NGC658,NGC658,Galaxy,1.70268,12.6019,12.4,1.5
NGC659,NGC659,Open Cluster,1.73972,60.6692,7.9,4.2
NGC660,NGC660,Galaxy,1.71733,13.6451,11.3,4.6
NGC661,NGC661,Galaxy,1.73739,28.7059,12.2,1.9
NGC662,NGC662,Galaxy,1.74318,37.6958,13.8,0.8
NGC663,NGC663,Open Cluster,1.77112,61.2182,7.1,6.0
NGC664,NGC664,Galaxy,1.72939,4.2229,13.8,1.2
NGC665,NGC665,Galaxy,1.74892,10.4230,12.1,1.6
NGC666,NGC666,Galaxy,1.76839,34.3745,13.4,0.8
NGC667,NGC667,Galaxy,1.74908,-22.9189,15.4,0.7
NGC668,NGC668,Galaxy,1.77296,36.4603,13.1,1.2
NGC669,NGC669,Galaxy,1.78782,35.5633,12.3,2.3
NGC670,NGC670,Galaxy,1.79024,27.8857,12.6,2.2
NGC671,NGC671,Galaxy,1.78310,13.1251,16.7,1.1
NGC672,NGC672,Galaxy,1.79848,27.4328,10.9,7.0
NGC673,NGC673,Galaxy,1.80623,11.5213,12.6,1.8
NGC674,NGC674,Galaxy,1.85488,22.3580,12.0,3.8
NGC675,NGC675,Galaxy,1.81906,13.0599,15.4,1.0
NGC676,NGC676,Galaxy,1.81592,5.9075,12.0,2.8
NGC677,NGC677,Galaxy,1.82057,13.0554,12.3,1.8
NGC678,NGC678,Galaxy,1.82357,21.9973,12.2,3.1
NGC679,NGC679,Galaxy,1.82883,35.7856,12.5,1.3
NGC680,NGC680,Galaxy,1.82980,21.9709,11.9,1.7
NGC681,NGC681,Galaxy,1.81967,-10.4264,11.9,2.5
NGC682,NGC682,Galaxy,1.81794,-14.9748,13.8,0.7
NGC683,NGC683,Galaxy,1.82964,11.7013,14.9,0.7
NGC684,NGC684,Galaxy,1.83723,27.6457,12.3,3.0
NGC685,NGC685,Galaxy,1.79522,-52.7618,11.5,3.0
NGC686,NGC686,Galaxy,1.81559,-23.7981,13.4,1.3
NGC687,NGC687,Galaxy,1.84257,36.3708,12.5,1.3
NGC688,NGC688,Galaxy,1.84561,35.2845,12.7,0.9
NGC689,NGC689,Galaxy,1.83105,-27.4666,14.5,1.1
NGC690,NGC690,Galaxy,1.79669,-16.7220,14.3,1.1
NGC691,NGC691,Galaxy,1.84492,21.7599,11.7,2.7
NGC692,NGC692,Galaxy,1.81166,-48.6485,13.1,1.9
NGC693,NGC693,Galaxy,1.84190,6.1452,12.4,2.1
NGC694,NGC694,Galaxy,1.84958,21.9975,13.8,0.6
NGC695,NGC695,Galaxy,1.85396,22.5824,13.8,0.5
NGC696,NGC696,Galaxy,1.82535,-34.9052,14.4,1.8
NGC698,NGC698,Galaxy,1.82881,-34.8311,14.8,0.9
NGC699,NGC699,Galaxy,1.84547,-12.0357,14.9,1.4
NGC700,NGC700,Galaxy,1.87134,36.0367,15.5,0.5
NGC701,NGC701,Galaxy,1.85107,-9.7026,12.1,2.2
NGC702,NGC702,Galaxy Pair,1.85522,-4.0519,,1.6
NGC703,NGC703,Galaxy,1.87767,36.1714,13.3,1.0
NGC704,NGC704,Galaxy Pair,1.87739,36.1242,,1.5
