id,name,type,ra_hours,dec_deg,mag,size_arcmin
IC3214,IC3214,Star,12.36920,27.2351,,
IC3215,IC3215,Galaxy,12.36955,26.0519,15.5,1.3
IC3216,IC3216,Galaxy,12.36995,25.2867,16.5,0.5
IC3217,IC3217,Galaxy,12.37030,26.3880,17.5,0.4
IC3218,IC3218,Galaxy,12.37209,6.9279,15.7,0.6
IC3219,IC3219,Galaxy,12.37084,25.9513,16.4,0.8
IC3220,IC3220,Galaxy,12.37266,10.6020,15.9,1.1
IC3221,IC3221,Galaxy,12.37226,25.2838,17.1,0.6
IC3222,IC3222,Galaxy,12.37208,28.8316,15.1,0.6
IC3223,IC3223,Other,12.37517,9.4872,,
IC3224,IC3224,Galaxy,12.37664,12.1580,16.3,0.4
IC3225,IC3225,Galaxy,12.37750,6.6771,14.4,0.9
IC3226,IC3226,Star,12.37638,26.0673,,
IC3227,IC3227,Galaxy,12.37657,24.0851,16.5,0.5
IC3228,IC3228,Galaxy,12.37761,24.3301,16.2,1.1
IC3229,IC3229,Galaxy,12.38133,6.6799,15.2,1.2
IC3230,IC3230,Galaxy,12.37769,27.7470,16.4,0.4
IC3231,IC3231,Galaxy,12.37883,24.8205,,0.7
IC3232,IC3232,Star,12.37994,24.4245,,
IC3233,IC3233,Galaxy,12.38191,12.5668,16.6,0.7
IC3234,IC3234,Galaxy,12.38116,28.1125,16.9,0.4
IC3235,IC3235,Galaxy,12.38275,13.5458,16.6,0.6
IC3236,IC3236,Galaxy,12.38340,10.1012,16.5,0.4
IC3237,IC3237,Galaxy,12.38278,28.4942,15.9,0.5
IC3238,IC3238,Galaxy,12.38511,14.4583,14.7,0.7
IC3239,IC3239,Galaxy,12.38599,11.7260,16.2,0.8
IC3240,IC3240,Galaxy,12.38537,10.3623,16.5,0.5
IC3241,IC3241,Galaxy,12.38568,26.9053,16.3,0.7
IC3242,IC3242,Galaxy,12.38623,26.2489,16.5,0.6
IC3243,IC3243,Galaxy,12.38648,27.7657,15.7,0.8
IC3244,IC3244,Galaxy,12.38674,14.3890,15.0,0.8
IC3245,IC3245,Other,12.38825,9.1296,,
IC3246,IC3246,Galaxy,12.38810,13.0518,16.3,0.5
IC3247,IC3247,Galaxy,12.38722,28.8938,15.4,1.9
IC3248,IC3248,Star,12.38802,25.5520,,
IC3249,IC3249,Galaxy,12.38831,25.4447,16.8,0.4
IC3250,IC3250,Star,12.38828,25.6288,,
IC3251,IC3251,Star,12.38858,25.6534,,
IC3252,IC3252,Double Star,12.39026,28.6182,,
IC3253,IC3253,Galaxy,12.39589,-34.6222,12.1,3.0
IC3255,IC3255,Galaxy,12.39298,9.6486,14.7,0.6
IC3257,IC3257,Other,12.39575,7.2538,,
IC3258,IC3258,Galaxy,12.39569,12.4783,13.3,1.4
IC3259,IC3259,Galaxy,12.39681,7.1868,13.5,1.6
IC3261,IC3261,Galaxy,12.39792,11.4813,17.2,0.5
IC3262,IC3262,Galaxy,12.39671,27.3943,15.2,0.8
IC3263,IC3263,Galaxy,12.39739,28.1995,14.4,0.6
IC3264,IC3264,Galaxy,12.39776,25.5574,16.7,0.6
IC3265,IC3265,Star,12.39968,7.8038,,
IC3267,IC3267,Galaxy,12.40154,7.0413,13.4,1.2
IC3268,IC3268,Galaxy,12.40207,6.6075,13.8,1.0
IC3269,IC3269,Galaxy,12.40122,27.4348,16.5,0.8
IC3270,IC3270,Galaxy,12.40163,27.5779,16.3,0.6
IC3271,IC3271,Galaxy,12.40387,7.9530,14.6,0.8
IC3272,IC3272,Galaxy,12.40259,23.2846,16.8,0.5
IC3275,IC3275,Galaxy,12.40541,10.4463,16.5,0.5
IC3276,IC3276,Galaxy,12.40392,25.8188,16.5,0.6
IC3277,IC3277,Other,12.40436,25.5640,,
IC3278,IC3278,Galaxy Triplet,12.40416,27.4208,,0.9
IC3279,IC3279,Double Star,12.40667,12.8524,,
IC3280,IC3280,Galaxy,12.40743,13.2334,15.1,0.7
IC3281,IC3281,Other,12.40775,7.8191,,
IC3282,IC3282,Star,12.40779,25.6706,,
IC3283,IC3283,Galaxy,12.40778,27.2112,16.5,0.7
IC3284,IC3284,Galaxy,12.41043,10.8390,15.2,0.6
IC3285,IC3285,Star,12.40930,24.8597,,
IC3286,IC3286,Galaxy,12.40958,23.7479,16.1,0.5
IC3287,IC3287,Galaxy,12.41027,24.5947,17.6,0.2
IC3288,IC3288,Galaxy,12.41095,24.9499,16.3,0.6
IC3289,IC3289,Galaxy,12.41596,-26.0307,14.2,1.1
IC3290,IC3290,Galaxy,12.41916,-39.7755,13.6,2.2
IC3291,IC3291,Galaxy,12.41345,12.0185,16.5,0.6
IC3292,IC3292,Galaxy,12.41343,18.1951,15.0,1.1
IC3293,IC3293,Galaxy,12.41486,17.4324,16.3,0.7
IC3294,IC3294,Galaxy,12.41381,25.5975,17.3,0.4
IC3295,IC3295,Other,12.41361,28.7078,,
IC3296,IC3296,Galaxy,12.41607,24.3829,15.5,0.5
IC3297,IC3297,Star,12.41615,26.7712,,
IC3298,IC3298,Galaxy,12.41772,17.0153,15.3,1.3
IC3299,IC3299,Galaxy,12.41754,27.3745,17.2,0.6
IC3300,IC3300,Galaxy,12.41805,25.9576,15.2,1.1
IC3301,IC3301,Galaxy,12.42154,14.1726,16.1,0.5
IC3302,IC3302,Galaxy,12.41956,25.8798,17.0,0.4
IC3303,IC3303,Galaxy,12.42089,12.7146,14.4,0.9
IC3304,IC3304,Galaxy,12.41992,25.4243,18.6,0.2
IC3305,IC3305,Galaxy,12.42069,11.8496,14.9,1.1
IC3306,IC3306,Galaxy,12.42013,27.4024,16.1,0.9
IC3308,IC3308,Galaxy,12.42172,26.7151,15.0,0.6
IC3309,IC3309,Galaxy,12.42226,28.3810,15.7,1.0
IC3310,IC3310,Star,12.43203,15.6805,,
IC3311,IC3311,Galaxy,12.42586,12.2603,14.7,1.9
IC3312,IC3312,Galaxy,12.42497,23.5816,17.1,0.5
IC3313,IC3313,Galaxy,12.42679,15.8298,14.2,1.3
IC3314,IC3314,Galaxy,12.42541,23.5911,16.2,0.5
IC3315,IC3315,Galaxy,12.42748,12.3138,15.9,0.6
IC3316,IC3316,Galaxy,12.42671,26.1632,16.6,0.5
IC3317,IC3317,Galaxy,12.42747,25.3439,17.2,0.5
IC3318,IC3318,Star,12.43051,9.7628,11.4,
IC3319,IC3319,Other,12.43081,10.3910,,
IC3321,IC3321,Galaxy,12.42949,26.0825,16.6,0.7
IC3322,IC3322,Galaxy,12.43169,7.5548,14.1,2.3
IC3323,IC3323,Star,12.43002,27.5424,,
IC3324,IC3324,Galaxy,12.43032,26.7399,17.1,0.3
IC3325,IC3325,Galaxy,12.43096,23.8959,15.8,0.7
IC3326,IC3326,Galaxy,12.43132,23.7684,16.7,0.4
IC3327,IC3327,Galaxy,12.43411,14.8804,15.1,0.9
IC3328,IC3328,Galaxy,12.43276,10.0538,14.4,0.9
IC3329,IC3329,HII Region,12.43220,27.5641,,
IC3330,IC3330,Galaxy,12.43231,30.8436,15.0,1.1
IC3331,IC3331,Galaxy,12.43481,11.8122,15.0,1.0
IC3332,IC3332,Galaxy,12.43478,25.2798,,0.3
IC3333,IC3333,Star,12.43577,13.1329,14.8,
IC3334,IC3334,Galaxy,12.43598,28.4658,16.2,0.8
IC3335,IC3335,Galaxy,12.43865,26.1293,17.2,0.3
IC3336,IC3336,Galaxy,12.43886,26.8384,15.4,0.6
IC3337,IC3337,Galaxy,12.43930,25.3115,16.9,0.6
IC3338,IC3338,Galaxy,12.43952,25.8862,15.9,0.8
IC3340,IC3340,Galaxy,12.44242,16.8447,15.4,0.7
IC3341,IC3341,Galaxy,12.43978,27.7455,16.7,0.5
IC3342,IC3342,Star,12.44094,27.1386,,
IC3343,IC3343,Star,12.44308,8.8743,,
IC3344,IC3344,Galaxy,12.44233,13.5788,14.9,0.8
IC3345,IC3345,Galaxy,12.44259,24.3689,17.2,0.3
IC3346,IC3346,Galaxy,12.44567,11.3797,15.8,0.7
IC3347,IC3347,Galaxy,12.44571,10.9186,16.3,0.6
IC3348,IC3348,Galaxy,12.44392,25.6249,17.3,0.4
IC3349,IC3349,Galaxy,12.44641,12.4540,14.1,0.9
IC3350,IC3350,Double Star,12.44623,9.4426,12.7,
IC3351,IC3351,Star,12.44472,27.6056,,
IC3352,IC3352,Other,12.44661,8.7575,,
IC3353,IC3353,Galaxy,12.44586,27.9123,16.8,0.8
IC3354,IC3354,Star,12.44763,12.0971,,
IC3355,IC3355,Galaxy,12.44754,13.1757,15.1,1.1
IC3356,IC3356,Galaxy,12.44736,11.5590,15.4,1.5
IC3357,IC3357,Galaxy,12.44760,9.7775,15.4,0.5
IC3358,IC3358,Galaxy,12.44843,11.6640,13.6,1.1
IC3359,IC3359,Galaxy,12.44761,23.4982,16.6,0.5
IC3360,IC3360,Star,12.44742,26.0466,,
IC3361,IC3361,Galaxy,12.44849,10.6659,15.5,1.0
IC3362,IC3362,Galaxy,12.44845,26.6901,16.1,0.8
IC3363,IC3363,Galaxy,12.45085,12.5608,14.8,1.0
IC3364,IC3364,Galaxy,12.45136,25.5633,16.5,0.6
IC3365,IC3365,Galaxy,12.45311,15.8967,14.3,0.9
IC3366,IC3366,Galaxy,12.45337,9.4102,16.6,0.4
IC3367,IC3367,Galaxy Pair,12.45331,26.9567,,1.5
IC3368,IC3368,Galaxy,12.45566,16.4286,15.4,0.7
IC3369,IC3369,Galaxy,12.45471,16.0245,14.0,0.8
IC3370,IC3370,Galaxy,12.46037,-39.3378,11.2,3.1
IC3371,IC3371,Galaxy,12.45618,10.8668,15.3,1.2
IC3372,IC3372,Galaxy,12.45682,25.2872,17.0,0.3
IC3373,IC3373,Galaxy,12.45772,25.4539,16.4,0.7
IC3374,IC3374,Galaxy,12.45930,10.0038,15.4,0.9
IC3375,IC3375,Star,12.46121,27.3648,,
IC3376,IC3376,Galaxy,12.46398,26.9935,14.3,0.9
IC3377,IC3377,Galaxy,12.46443,24.9422,16.2,0.5
IC3378,IC3378,Galaxy,12.46709,17.2963,16.3,0.5
IC3379,IC3379,Galaxy,12.46785,17.3057,16.1,0.7
IC3380,IC3380,Galaxy,12.46820,26.6729,16.8,0.5
IC3381,IC3381,Galaxy,12.47080,11.7898,13.5,1.2
IC3382,IC3382,Galaxy,12.47043,13.5707,16.3,1.0
IC3383,IC3383,Galaxy,12.47009,10.2977,15.2,0.8
IC3384,IC3384,Galaxy,12.47007,25.0913,19.3,0.7
IC3385,IC3385,Galaxy,12.47082,25.4326,16.5,0.8
IC3386,IC3386,Galaxy,12.47324,13.1958,15.6,0.8
IC3387,IC3387,Galaxy,12.47189,27.9957,16.6,0.3
IC3388,IC3388,Galaxy,12.47446,12.8237,14.8,0.7
IC3389,IC3389,Galaxy,12.47320,27.8449,18.1,0.3
IC3390,IC3390,Galaxy,12.47460,24.8093,16.6,0.6
IC3391,IC3391,Galaxy,12.47425,18.4150,13.7,1.0
IC3392,IC3392,Galaxy,12.47868,14.9995,13.0,2.6
IC3393,IC3393,Galaxy,12.47825,12.9159,14.3,1.1
IC3394,IC3394,Galaxy,12.47811,26.7984,15.9,0.6
IC3395,IC3395,Galaxy,12.47903,25.0348,16.4,0.6
IC3396,IC3396,Galaxy,12.47916,25.0502,17.2,0.1
IC3397,IC3397,Galaxy,12.47960,25.7319,16.0,0.6
IC3399,IC3399,Star,12.48222,25.6961,,
IC3400,IC3400,Star,12.48414,9.4062,11.5,
IC3401,IC3401,Galaxy,12.48301,26.4601,17.3,0.4
IC3402,IC3402,Galaxy,12.48314,28.8619,15.2,1.2
IC3403,IC3403,Galaxy,12.48374,24.6327,15.9,0.4
IC3404,IC3404,Other,12.48631,7.1539,,
IC3405,IC3405,Galaxy,12.48323,37.7301,16.3,0.7
IC3406,IC3406,Galaxy,12.48406,27.6405,15.6,0.7
IC3407,IC3407,Galaxy,12.48441,27.7789,14.6,1.0
IC3408,IC3408,Star,12.48772,11.8759,10.9,
IC3409,IC3409,Galaxy,12.48923,14.7893,16.0,0.6
IC3410,IC3410,Galaxy,12.48505,19.0048,15.7,0.7
IC3411,IC3411,Galaxy,12.48677,24.5842,17.2,0.7
IC3412,IC3412,Galaxy,12.48962,9.9890,15.6,0.7
IC3413,IC3413,Galaxy,12.48959,11.4339,14.4,1.2
IC3414,IC3414,Galaxy,12.49133,6.7718,14.0,0.8
IC3415,IC3415,Star,12.48934,26.7662,,
IC3416,IC3416,Galaxy,12.49304,10.7931,15.4,0.9
IC3417,IC3417,Star,12.49423,7.8613,,
IC3418,IC3418,Galaxy,12.49553,11.4047,14.3,1.3
IC3419,IC3419,Galaxy,12.49572,15.0248,16.3,0.7
IC3420,IC3420,Star,12.49516,13.4464,,
IC3421,IC3421,Galaxy,12.49405,26.2306,15.5,0.7
IC3422,IC3422,Galaxy,12.49850,14.6884,16.1,0.6
IC3423,IC3423,Star,12.49626,13.6588,15.6,
IC3424,IC3424,Galaxy,12.49584,24.4087,17.5,0.4
IC3425,IC3425,Galaxy,12.49900,10.6153,14.6,0.6
IC3426,IC3426,Star,12.50041,13.5982,14.9,
IC3428,IC3428,Star,12.50209,23.6750,,
IC3429,IC3429,Galaxy,12.50221,23.5451,16.9,0.4
IC3430,IC3430,Galaxy,12.50469,9.0851,15.4,1.1
IC3431,IC3431,Galaxy,12.50672,11.6145,16.9,0.5
IC3432,IC3432,Galaxy,12.50773,14.1602,14.8,0.7
IC3433,IC3433,Galaxy,12.50784,17.3097,16.2,0.8
IC3434,IC3434,Galaxy,12.50757,18.8097,15.5,0.8
IC3435,IC3435,Galaxy,12.51108,15.1297,15.2,1.4
IC3436,IC3436,Galaxy,12.50831,19.6730,14.9,0.8
IC3437,IC3437,Galaxy,12.51275,11.3432,15.0,0.6
IC3439,IC3439,Galaxy,12.51652,25.5618,16.3,0.7
IC3440,IC3440,Galaxy,12.51810,12.0299,16.8,0.6
IC3441,IC3441,Galaxy,12.51789,28.8527,15.1,0.6
IC3442,IC3442,Galaxy,12.52228,14.1152,13.8,0.9
IC3443,IC3443,Galaxy,12.52104,12.3318,15.0,0.6
IC3444,IC3444,Double Star,12.52053,27.5496,,
IC3445,IC3445,Galaxy,12.52206,12.7380,15.9,0.5
IC3446,IC3446,Galaxy,12.52304,11.4924,15.5,0.6
IC3447,IC3447,Galaxy,12.52164,10.6802,16.7,0.4
IC3448,IC3448,Galaxy,12.52311,17.2064,15.5,1.0
IC3449,IC3449,Galaxy,12.52304,25.9140,17.0,0.3
IC3450,IC3450,Galaxy,12.52356,26.7961,16.4,0.5
IC3451,IC3451,Galaxy,12.52335,28.8552,14.7,0.7
IC3453,IC3453,Galaxy,12.52715,14.8598,14.8,0.9
IC3454,IC3454,Galaxy,12.52740,27.4957,15.6,1.1
IC3455,IC3455,Galaxy,12.52904,25.7861,16.7,0.6
IC3456,IC3456,Other,12.52882,28.3572,,
IC3457,IC3457,Galaxy,12.53093,12.6570,14.6,1.0
IC3458,IC3458,Galaxy,12.52889,28.1474,15.7,0.7
IC3459,IC3459,Galaxy,12.53220,12.1740,14.9,1.1
IC3460,IC3460,Galaxy,12.53066,27.3869,16.2,0.6
IC3461,IC3461,Galaxy,12.53409,11.8901,14.5,0.7
IC3462,IC3462,Galaxy,12.53599,15.3009,16.1,0.7
IC3463,IC3463,Other,12.53461,12.3194,,
IC3464,IC3464,Star,12.53339,26.0048,,
IC3465,IC3465,Galaxy,12.53673,12.0616,16.2,0.4
IC3466,IC3466,Galaxy,12.53491,11.8179,15.8,0.7
IC3467,IC3467,Galaxy,12.54016,11.7876,15.4,1.0
IC3468,IC3468,Galaxy,12.53728,10.2515,13.9,1.3
IC3469,IC3469,Galaxy,12.53638,25.8028,17.6,0.3
IC3470,IC3470,Galaxy,12.53983,11.2630,13.8,0.9
IC3471,IC3471,Galaxy,12.53967,16.0188,15.5,1.0
IC3472,IC3472,Galaxy,12.53855,24.7282,17.1,0.5
IC3473,IC3473,Galaxy,12.53864,18.2441,14.4,1.1
IC3474,IC3474,Galaxy,12.54347,2.6615,14.6,2.3
IC3475,IC3475,Galaxy,12.54474,12.7710,13.4,1.6
IC3476,IC3476,Galaxy,12.54497,14.0504,12.8,1.7
IC3477,IC3477,Star,12.54395,26.0384,,
IC3478,IC3478,Galaxy,12.54561,14.1962,14.4,0.9
IC3479,IC3479,Galaxy,12.54470,25.4061,17.1,0.3
IC3480,IC3480,Double Star,12.54486,26.8286,,
IC3481,IC3481,Galaxy,12.54785,11.4044,13.7,0.9
IC3482,IC3482,Galaxy,12.55028,27.8303,16.6,0.4
IC3483,IC3483,Galaxy,12.55279,11.3473,14.2,0.9
IC3484,IC3484,Galaxy,12.55147,17.4030,15.0,0.8
IC3485,IC3485,Star,12.55313,9.2173,,
IC3486,IC3486,Galaxy,12.55389,12.8578,15.2,0.8
IC3487,IC3487,Galaxy,12.55373,9.3974,15.0,0.9
IC3488,IC3488,Galaxy,12.55235,26.3494,15.6,0.6
IC3489,IC3489,Galaxy,12.55381,12.2470,14.8,0.7
IC3490,IC3490,Galaxy,12.55386,10.9285,15.5,0.6
IC3491,IC3491,Galaxy,12.55250,27.0944,16.1,0.8
IC3492,IC3492,Galaxy,12.55549,12.8534,15.3,0.7
IC3493,IC3493,Star,12.55524,9.3932,,
IC3494,IC3494,Galaxy,12.55381,27.5841,17.1,0.3
IC3495,IC3495,Double Star,12.55452,26.8088,,
IC3496,IC3496,Star,12.55536,26.7554,,
IC3497,IC3497,Star,12.55793,25.4887,,
IC3498,IC3498,Galaxy,12.55805,26.7381,16.2,0.7
IC3499,IC3499,Galaxy,12.56250,10.9957,13.3,1.6
IC3500,IC3500,Galaxy,12.56380,13.9628,15.1,0.6
IC3501,IC3501,Galaxy,12.56434,13.3224,14.7,0.9
IC3502,IC3502,Galaxy,12.56176,26.6174,17.4,0.8
IC3503,IC3503,Star,12.56341,37.7893,,
IC3504,IC3504,Star,12.56885,6.8864,,
IC3505,IC3505,Galaxy,12.56953,15.9682,15.1,0.8
IC3506,IC3506,Galaxy,12.56854,12.7416,15.9,0.7
IC3507,IC3507,Galaxy,12.56790,25.3628,17.3,0.4
IC3508,IC3508,Galaxy,12.56860,26.6708,15.4,1.0
IC3509,IC3509,Galaxy,12.56987,12.0490,14.2,1.0
IC3510,IC3510,Galaxy,12.57078,11.0715,14.9,0.8
IC3511,IC3511,Star,12.56930,27.3486,,
IC3512,IC3512,Star,12.56935,27.3611,,
IC3513,IC3513,Star,12.56989,27.3306,,
IC3514,IC3514,Double Star,12.57105,26.7006,,
IC3515,IC3515,Galaxy,12.57114,27.8623,15.6,0.7
IC3516,IC3516,Galaxy,12.57143,27.4523,16.1,0.9
IC3517,IC3517,Galaxy,12.57521,9.1547,15.3,1.2
IC3518,IC3518,Galaxy,12.57536,9.6234,14.8,1.3
IC3519,IC3519,Galaxy,12.57733,15.6027,15.9,0.7
IC3520,IC3520,Galaxy,12.57550,13.5037,15.8,0.8
IC3521,IC3521,Galaxy,12.57764,7.1602,13.7,1.4
IC3522,IC3522,Galaxy,12.57933,15.2208,15.4,1.1
IC3523,IC3523,Galaxy,12.57761,14.0168,17.1,0.4
IC3524,IC3524,Star,12.57864,14.2443,,
IC3525,IC3525,Galaxy,12.57957,10.1767,16.5,0.4
IC3526,IC3526,Double Star,12.57795,25.6841,,
IC3527,IC3527,Double Star,12.57841,26.1551,,
IC3528,IC3528,Galaxy,12.58219,15.5656,15.2,0.3
IC3529,IC3529,Star,12.58049,25.6988,,
IC3530,IC3530,Galaxy,12.58037,17.8143,14.5,1.8
IC3531,IC3531,Galaxy,12.58237,26.6266,16.6,0.4
IC3532,IC3532,Star,12.58264,25.8806,,
IC3533,IC3533,Galaxy,12.58369,25.7797,16.0,0.4
IC3534,IC3534,Galaxy,12.58115,14.9782,16.1,0.5
IC3535,IC3535,Star,12.58636,25.7320,,
IC3536,IC3536,Galaxy,12.58680,26.5334,16.1,0.9
IC3537,IC3537,Star,12.58957,7.6530,,
IC3538,IC3538,Star,12.58766,26.2355,,
IC3539,IC3539,Star,12.58891,23.9831,,
IC3540,IC3540,Galaxy,12.59090,12.7502,14.6,0.9
IC3541,IC3541,Star,12.58937,23.9752,,
IC3542,IC3542,Galaxy,12.59478,11.6672,15.7,0.7
IC3544,IC3544,Double Star,12.59650,14.3006,,
IC3547,IC3547,Star,12.59691,26.3291,,
IC3548,IC3548,Galaxy,12.59906,10.9363,16.1,0.7
IC3549,IC3549,Star,12.59746,26.3952,,
IC3551,IC3551,HII Region,12.59825,27.9642,,
IC3552,IC3552,HII Region,12.59831,27.9939,,
IC3553,IC3553,Star,12.59887,26.1931,,
IC3554,IC3554,Star,12.59866,27.9273,,
IC3555,IC3555,HII Region,12.59888,27.9889,,
IC3556,IC3556,Galaxy,12.59957,26.9661,15.5,0.6
IC3557,IC3557,Galaxy Pair,12.60227,16.6409,,0.4
IC3558,IC3558,Galaxy,12.60078,11.8498,17.4,0.3
IC3559,IC3559,Galaxy,12.60093,26.9874,16.5,0.5
IC3560,IC3560,Galaxy,12.60109,27.0782,16.4,0.8
IC3561,IC3561,Galaxy,12.60133,26.8996,15.7,0.6
IC3562,IC3562,Galaxy,12.60293,9.9226,16.2,0.9
IC3563,IC3563,HII Region,12.60201,27.9274,,
IC3564,IC3564,Star Association,12.60225,27.9284,,
IC3565,IC3565,Galaxy,12.60341,26.7561,17.0,0.3
IC3566,IC3566,Other,12.60603,11.1649,,
IC3567,IC3567,Galaxy,12.60631,13.6029,15.2,0.7
IC3568,IC3568,Planetary Nebula,12.55188,82.5639,10.6,0.4
IC3570,IC3570,Star,12.60508,24.0785,,
IC3571,IC3571,Galaxy,12.60555,26.0838,17.5,0.6
IC3572,IC3572,Double Star,12.60776,11.6185,,
IC3573,IC3573,Galaxy,12.60756,11.7591,16.6,0.5
IC3574,IC3574,Galaxy,12.60773,12.4052,15.3,0.7
IC3575,IC3575,Galaxy,12.60899,13.7484,16.3,0.7
IC3576,IC3576,Galaxy,12.61047,6.6209,15.0,2.3
IC3577,IC3577,Other,12.61008,11.8971,,
IC3578,IC3578,Galaxy,12.61095,11.1019,15.2,0.8
IC3579,IC3579,Star,12.60909,26.1041,,
IC3580,IC3580,Galaxy,12.60812,18.3005,15.7,0.9
IC3581,IC3581,Galaxy,12.61059,24.4290,14.1,0.8
IC3582,IC3582,Galaxy,12.61025,26.2347,16.7,0.3
IC3583,IC3583,Galaxy,12.61208,13.2593,13.0,1.1
IC3584,IC3584,Star,12.61253,12.2331,,
IC3585,IC3585,Galaxy,12.61108,26.8299,15.0,0.8
IC3586,IC3586,Galaxy,12.61524,12.5201,14.5,1.2
IC3587,IC3587,Galaxy,12.61342,27.5485,15.9,1.4
IC3589,IC3589,Star,12.61700,6.9370,15.6,
IC3590,IC3590,Galaxy,12.61409,27.2781,15.6,0.9
IC3591,IC3591,Galaxy,12.61751,6.9266,14.4,0.8
IC3594,IC3594,Star,12.61566,26.1155,,
IC3595,IC3595,Galaxy,12.61844,23.7869,16.8,0.4
IC3596,IC3596,Other,12.62192,26.5209,,
IC3597,IC3597,Galaxy,12.62351,23.8641,16.6,0.8
IC3598,IC3598,Galaxy,12.62252,28.2082,15.0,1.4
IC3599,IC3599,Galaxy,12.62811,26.7077,15.6,0.5
IC3600,IC3600,Galaxy,12.62810,27.1296,15.7,0.7
IC3601,IC3601,Galaxy,12.63157,15.2247,15.7,0.8
IC3602,IC3602,Galaxy,12.63842,10.0728,16.4,0.8
IC3603,IC3603,Galaxy,12.63782,15.5698,16.1,0.4
IC3604,IC3604,Galaxy,12.63909,11.7307,16.0,0.5
IC3605,IC3605,Galaxy,12.63915,19.5413,15.8,0.7
IC3606,IC3606,Galaxy,12.64030,12.6106,16.5,0.6
IC3607,IC3607,Galaxy,12.64227,10.3765,16.6,0.4
IC3608,IC3608,Galaxy,12.64370,10.4759,14.7,3.4
IC3609,IC3609,Galaxy,12.64298,14.3524,15.0,0.4
IC3610,IC3610,Galaxy,12.64643,26.8729,17.4,0.3
IC3611,IC3611,Galaxy,12.65115,13.3635,14.3,1.4
IC3612,IC3612,Galaxy,12.65131,14.7311,15.0,1.1
IC3613,IC3613,Galaxy,12.65133,13.7590,17.0,0.5
IC3614,IC3614,Galaxy,12.65030,26.3028,17.7,0.3
IC3615,IC3615,Galaxy,12.65045,18.2007,15.2,1.1
IC3617,IC3617,Galaxy,12.65694,7.9658,14.3,0.7
IC3618,IC3618,Galaxy,12.65476,26.6778,15.6,0.5
IC3619,IC3619,Double Star,12.65522,24.1424,,
IC3620,IC3620,Galaxy,12.65501,27.9086,15.6,0.8
IC3621,IC3621,Galaxy,12.65933,15.5026,15.7,1.0
IC3622,IC3622,Galaxy,12.65902,15.4321,16.0,0.3
IC3623,IC3623,Galaxy,12.65767,27.1023,15.2,0.8
IC3624,IC3624,Galaxy,12.65958,11.9822,16.5,0.5
IC3625,IC3625,Galaxy,12.65921,10.9677,15.4,0.4
IC3626,IC3626,Galaxy,12.65879,25.6774,15.9,0.5
IC3627,IC3627,Galaxy,12.65889,27.4973,16.4,0.4
IC3628,IC3628,Star,12.66078,26.2389,,
IC3629,IC3629,Galaxy,12.66296,13.5333,15.3,1.0
IC3630,IC3630,Star,12.66294,25.4325,,
IC3631,IC3631,Galaxy,12.66334,12.9740,14.2,1.1
IC3632,IC3632,Galaxy,12.66667,26.6822,16.8,0.4
IC3633,IC3633,Galaxy,12.66979,9.8961,15.8,0.6
IC3634,IC3634,Galaxy,12.66982,9.8478,15.8,0.9
IC3635,IC3635,Galaxy,12.67038,12.8748,14.7,0.8
IC3636,IC3636,Double Star,12.67098,22.0746,,
IC3637,IC3637,Galaxy,12.67210,14.7150,14.8,1.2
IC3638,IC3638,Galaxy,12.67128,10.5185,14.4,0.7
IC3639,IC3639,Galaxy,12.68135,-36.7559,13.3,1.2
IC3640,IC3640,Galaxy,12.67367,26.5242,16.0,0.5
IC3641,IC3641,Galaxy,12.67413,26.5216,17.9,0.7
IC3642,IC3642,Galaxy,12.67381,26.7312,16.4,0.4
IC3643,IC3643,Galaxy,12.67802,12.4066,16.6,0.5
IC3644,IC3644,Galaxy,12.67673,26.5046,16.2,0.9
IC3645,IC3645,Star,12.67711,26.5414,,
IC3646,IC3646,Galaxy,12.67736,26.5262,15.4,0.7
IC3647,IC3647,Galaxy,12.68142,10.4754,15.1,1.3
IC3648,IC3648,Star,12.68116,12.9850,,
IC3649,IC3649,Galaxy,12.68047,21.1048,16.9,0.3
IC3650,IC3650,Double Star,12.68014,26.4727,,
IC3651,IC3651,Galaxy,12.68136,26.7281,14.5,1.1
IC3652,IC3652,Galaxy,12.68293,11.1845,14.3,1.0
IC3653,IC3653,Galaxy,12.68770,11.3872,13.7,0.6
IC3654,IC3654,Galaxy,12.68681,22.5894,17.0,0.4
IC3655,IC3655,Galaxy,12.68735,20.6662,16.8,0.3
IC3656,IC3656,Galaxy,12.68720,22.5950,16.9,0.4
IC3657,IC3657,Galaxy,12.68862,21.6725,17.8,0.2
IC3658,IC3658,Galaxy,12.68906,14.7006,15.2,1.3
IC3659,IC3659,Galaxy,12.69101,22.9308,16.1,0.5
IC3660,IC3660,Star,12.69357,21.0934,,
IC3661,IC3661,Galaxy,12.69326,22.4949,17.2,0.6
IC3662,IC3662,Galaxy,12.69341,23.4252,15.1,0.6
IC3663,IC3663,Galaxy,12.69428,12.2474,15.5,0.9
IC3664,IC3664,Star,12.69487,19.9441,,
IC3665,IC3665,Galaxy,12.69631,11.4882,15.1,0.8
IC3666,IC3666,Star,12.69816,7.8450,,
IC3668,IC3668,Other,12.69247,41.1242,13.1,0.8
IC3669,IC3669,Other,12.69331,41.1366,19.1,0.0
IC3670,IC3670,Galaxy,12.69862,11.7742,15.9,0.4
IC3671,IC3671,Galaxy,12.69761,23.5107,15.4,0.6
